variant_id,task,method,lm_window_length,lm_slide_length,lm_top_split,lm_skip,lm_stem_length,lm_prune,lm_likelihood_weight,lm_prior_weight,lm_length_penalty,corpus_filename,result_filename,accuracy,f1,status,source_csv,precision,recall,f_score,resolved_result_file,metric_source
v14,morphology,lm-lemma,3,3,3,3,7,100,0.05,0.95,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v14-941152357.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v14-941152357.csv,index_csv
v15,morphology,lm-lemma,3,3,3,3,7,100,0.05,0.95,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v15-1273290388.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v15-1273290388.csv,index_csv
v16,morphology,lm-lemma,3,3,3,3,7,100,0.05,0.95,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v16-415637485.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v16-415637485.csv,index_csv
v17,morphology,lm-lemma,3,3,3,3,7,100,0.05,0.95,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v17-88907319.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v17-88907319.csv,index_csv
v18,morphology,lm-lemma,3,3,3,3,7,100,0.15,0.85,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v18-2119117743.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v18-2119117743.csv,index_csv
v19,morphology,lm-lemma,3,3,3,3,7,100,0.15,0.85,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v19-1261464840.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v19-1261464840.csv,index_csv
v20,morphology,lm-lemma,3,3,3,3,7,100,0.15,0.85,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v20-934734674.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v20-934734674.csv,index_csv
v21,morphology,lm-lemma,3,3,3,3,7,100,0.3,0.7,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v21--1782897280.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v21--1782897280.csv,index_csv
v22,morphology,lm-lemma,3,3,3,3,7,100,0.3,0.7,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v22--1450759249.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v22--1450759249.csv,index_csv
v23,morphology,lm-lemma,3,3,3,3,7,100,0.3,0.7,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v23-1986555144.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v23-1986555144.csv,index_csv
v24,morphology,lm-lemma,3,3,3,3,7,100,0.3,0.7,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v24-1659824978.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v24-1659824978.csv,index_csv
v25,morphology,lm-lemma,3,3,3,3,7,100,0.5,0.5,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v25--1189403264.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v25--1189403264.csv,index_csv
v26,morphology,lm-lemma,3,3,3,3,7,100,0.5,0.5,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v26--857265233.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v26--857265233.csv,index_csv
v27,morphology,lm-lemma,3,3,3,3,7,100,0.5,0.5,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v27--1714918136.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v27--1714918136.csv,index_csv
v28,morphology,lm-lemma,3,3,3,3,7,100,0.5,0.5,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v28--2041648302.csv,0.428374,0.475877,found,resources/results/reviewer1/comment1-morphology-lm-lemma.csv,,,0.475877,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-lemma-v28--2041648302.csv,index_csv
v1,morphology,lm-rank,2,2,1,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v1-249431159.csv,0.503929,0.486911,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.486911,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v1-249431159.csv,index_csv
v2,morphology,lm-rank,2,2,3,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v2-249431845.csv,0.489728,0.439903,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.439903,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v2-249431845.csv,index_csv
v3,morphology,lm-rank,2,2,5,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v3-249432531.csv,0.44161,0.397296,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.397296,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v3-249432531.csv,index_csv
v4,morphology,lm-rank,3,3,1,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v4-249433616.csv,0.503929,0.486911,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.486911,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v4-249433616.csv,index_csv
v5,morphology,lm-rank,3,3,3,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v5-249434302.csv,0.472081,0.417918,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.417918,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v5-249434302.csv,index_csv
v6,morphology,lm-rank,3,3,5,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v6-249434988.csv,0.432373,0.383820,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.38382,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v6-249434988.csv,index_csv
v7,morphology,lm-rank,4,4,1,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v7-249436073.csv,0.503929,0.486911,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.486911,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v7-249436073.csv,index_csv
v8,morphology,lm-rank,4,4,3,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v8-249436759.csv,0.422722,0.370133,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.370133,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v8-249436759.csv,index_csv
v9,morphology,lm-rank,4,4,5,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v9-249437445.csv,0.370467,0.324811,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.324811,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v9-249437445.csv,index_csv
v10,morphology,lm-rank,3,3,3,3,7,100,0.0,1.0,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v10--437643492.csv,0.503929,0.486911,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.486911,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v10--437643492.csv,index_csv
v11,morphology,lm-rank,3,3,3,3,7,100,0.0,1.0,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v11--105505461.csv,0.509582,0.493722,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.493722,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v11--105505461.csv,index_csv
v12,morphology,lm-rank,3,3,3,3,7,100,0.0,1.0,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v12--963158364.csv,0.508341,0.492223,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.492223,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v12--963158364.csv,index_csv
v13,morphology,lm-rank,3,3,3,3,7,100,0.0,1.0,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v13--1289888530.csv,0.508893,0.492889,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.492889,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v13--1289888530.csv,index_csv
v14,morphology,lm-rank,3,3,3,3,7,100,0.05,0.95,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v14--1711814143.csv,0.485454,0.429443,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.429443,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v14--1711814143.csv,index_csv
v15,morphology,lm-rank,3,3,3,3,7,100,0.05,0.95,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v15--1379676112.csv,0.479801,0.425090,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.42509,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v15--1379676112.csv,index_csv
v16,morphology,lm-rank,3,3,3,3,7,100,0.05,0.95,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v16-2057638281.csv,0.48187,0.426740,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.42674,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v16-2057638281.csv,index_csv
v17,morphology,lm-rank,3,3,3,3,7,100,0.05,0.95,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v17-1730908115.csv,0.4838,0.428633,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.428633,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v17-1730908115.csv,index_csv
v18,morphology,lm-rank,3,3,3,3,7,100,0.15,0.85,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v18--533848757.csv,0.47084,0.416921,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.416921,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v18--533848757.csv,index_csv
v19,morphology,lm-rank,3,3,3,3,7,100,0.15,0.85,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v19--1391501660.csv,0.470978,0.417018,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.417018,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v19--1391501660.csv,index_csv
v20,morphology,lm-rank,3,3,3,3,7,100,0.15,0.85,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v20--1718231826.csv,0.471667,0.417679,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.417679,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v20--1718231826.csv,index_csv
v21,morphology,lm-rank,3,3,3,3,7,100,0.3,0.7,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v21--140896484.csv,0.467117,0.413978,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.413978,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v21--140896484.csv,index_csv
v22,morphology,lm-rank,3,3,3,3,7,100,0.3,0.7,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v22-191241547.csv,0.464635,0.411829,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.411829,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v22-191241547.csv,index_csv
v23,morphology,lm-rank,3,3,3,3,7,100,0.3,0.7,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v23--666411356.csv,0.464911,0.412023,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.412023,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v23--666411356.csv,index_csv
v24,morphology,lm-rank,3,3,3,3,7,100,0.3,0.7,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v24--993141522.csv,0.467117,0.414004,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.414004,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v24--993141522.csv,index_csv
v25,morphology,lm-rank,3,3,3,3,7,100,0.5,0.5,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v25-452597532.csv,0.468358,0.415739,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.415739,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v25-452597532.csv,index_csv
v26,morphology,lm-rank,3,3,3,3,7,100,0.5,0.5,inverse_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v26-784735563.csv,0.468358,0.415739,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.415739,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v26-784735563.csv,index_csv
v27,morphology,lm-rank,3,3,3,3,7,100,0.5,0.5,inverse_sqrt_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v27--72917340.csv,0.468358,0.415739,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.415739,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v27--72917340.csv,index_csv
v28,morphology,lm-rank,3,3,3,3,7,100,0.5,0.5,inverse_log_parts,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v28--399647506.csv,0.468358,0.415739,found,resources/results/reviewer1/comment1-morphology-lm-rank.csv,,,0.415739,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-rank-v28--399647506.csv,index_csv
v1,morphology,lm-skip,2,2,1,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v1-249470410.csv,0.473046,0.538576,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.538576,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v1-249470410.csv,index_csv
v2,morphology,lm-skip,2,2,3,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v2-249471096.csv,0.28664,0.247958,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.247958,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v2-249471096.csv,index_csv
v3,morphology,lm-skip,2,2,5,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v3-249471782.csv,0.229422,0.182867,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.182867,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v3-249471782.csv,index_csv
v4,morphology,lm-skip,3,3,1,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v4-249472867.csv,0.473046,0.538576,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.538576,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v4-249472867.csv,index_csv
v5,morphology,lm-skip,3,3,3,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v5-249473553.csv,0.28664,0.247958,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.247958,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v5-249473553.csv,index_csv
v6,morphology,lm-skip,3,3,5,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v6-249474239.csv,0.229422,0.182867,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.182867,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v6-249474239.csv,index_csv
v7,morphology,lm-skip,4,4,1,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v7-249475324.csv,0.473046,0.538576,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.538576,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v7-249475324.csv,index_csv
v8,morphology,lm-skip,4,4,3,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v8-249476010.csv,0.28664,0.247958,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.247958,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v8-249476010.csv,index_csv
v9,morphology,lm-skip,4,4,5,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v9-249476696.csv,0.229422,0.182867,found,resources/results/reviewer1/comment1-morphology-lm-skip.csv,,,0.182867,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-skip-v9-249476696.csv,index_csv
v1,morphology,lm-subword,2,2,1,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v1-74555517.csv,0.28402,0.357329,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.357329,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v1-74555517.csv,index_csv
v2,morphology,lm-subword,2,2,3,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v2-74556203.csv,0.22046,0.222423,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.222423,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v2-74556203.csv,index_csv
v3,morphology,lm-subword,2,2,5,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v3-74556889.csv,0.214118,0.198302,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.198302,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v3-74556889.csv,index_csv
v4,morphology,lm-subword,3,3,1,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v4-74557974.csv,0.28402,0.357329,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.357329,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v4-74557974.csv,index_csv
v5,morphology,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v5-74558660.csv,0.221701,0.224409,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.224409,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v5-74558660.csv,index_csv
v6,morphology,lm-subword,3,3,5,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v6-74559346.csv,0.205984,0.191012,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.191012,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v6-74559346.csv,index_csv
v7,morphology,lm-subword,4,4,1,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v7-74560431.csv,0.28402,0.357329,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.357329,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v7-74560431.csv,index_csv
v8,morphology,lm-subword,4,4,3,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v8-74561117.csv,0.223356,0.226115,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.226115,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v8-74561117.csv,index_csv
v9,morphology,lm-subword,4,4,5,4,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v9-74561803.csv,0.215635,0.199732,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.199732,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v9-74561803.csv,index_csv
v10,morphology,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v10-113265181.csv,0.228457,0.230668,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.230668,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v10-113265181.csv,index_csv
v11,morphology,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v11-117382896.csv,0.224045,0.226355,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.226355,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v11-117382896.csv,index_csv
v12,morphology,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v12-125618326.csv,0.232042,0.234597,found,resources/results/reviewer1/comment1-morphology-lm-subword.csv,,,0.234597,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-subword-v12-125618326.csv,index_csv
v1,morphology,lm-syllable,2,2,1,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-syllable-v1-1312390923.csv,0.285537,0.358150,found,resources/results/reviewer1/comment1-morphology-lm-syllable.csv,,,0.35815,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-syllable-v1-1312390923.csv,index_csv
v2,morphology,lm-syllable,2,2,3,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-syllable-v2-1312391609.csv,0.221012,0.212726,found,resources/results/reviewer1/comment1-morphology-lm-syllable.csv,,,0.212726,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-syllable-v2-1312391609.csv,index_csv
v3,morphology,lm-syllable,2,2,5,2,7,100,0.15,0.85,none,resources/evaluation/morphology,resources/results/reviewer1/morphology/comment1-morphology-lm-syllable-v3-1312392295.csv,0.24059,0.218891,found,resources/results/reviewer1/comment1-morphology-lm-syllable.csv,,,0.218891,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/reviewer1/morphology/comment1-morphology-lm-syllable-v3-1312392295.csv,index_csv
